table,column,dataset_id,predicted_semantic_type
CityMaxCapita_1,column_2,CityMaxCapita_1+column_2,city
CityMaxCapita_1,column_10,CityMaxCapita_1+column_10,gender
CityMaxCapita_1,column_20,CityMaxCapita_1+column_20,region
CityMaxCapita_1,column_23,CityMaxCapita_1+column_23,state
CMSprovider_1,column_6,CMSprovider_1+column_6,description
CMSprovider_1,column_12,CMSprovider_1+column_12,code
CMSprovider_1,column_14,CMSprovider_1+column_14,country
CMSprovider_1,column_15,CMSprovider_1+column_15,gender
CMSprovider_1,column_16,CMSprovider_1+column_16,state
CMSprovider_2,column_6,CMSprovider_2+column_6,description
CMSprovider_2,column_12,CMSprovider_2+column_12,code
CMSprovider_2,column_13,CMSprovider_2+column_13,city
CMSprovider_2,column_14,CMSprovider_2+column_14,country
CMSprovider_2,column_15,CMSprovider_2+column_15,gender
CMSprovider_2,column_16,CMSprovider_2+column_16,state
CommonGovernment_1,column_3,CommonGovernment_1+column_3,name
CommonGovernment_1,column_11,CommonGovernment_1+column_11,code
CommonGovernment_1,column_14,CommonGovernment_1+column_14,description
CommonGovernment_1,column_16,CommonGovernment_1+column_16,code
CommonGovernment_1,column_28,CommonGovernment_1+column_28,name
CommonGovernment_1,column_32,CommonGovernment_1+column_32,category
CommonGovernment_1,column_33,CommonGovernment_1+column_33,category
CommonGovernment_1,column_55,CommonGovernment_1+column_55,year
CommonGovernment_10,column_3,CommonGovernment_10+column_3,name
CommonGovernment_10,column_14,CommonGovernment_10+column_14,description
CommonGovernment_10,column_28,CommonGovernment_10+column_28,name
CommonGovernment_10,column_32,CommonGovernment_10+column_32,category
CommonGovernment_10,column_33,CommonGovernment_10+column_33,category
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year
CommonGovernment_11,column_3,CommonGovernment_11+column_3,name
CommonGovernment_11,column_11,CommonGovernment_11+column_11,code
CommonGovernment_11,column_16,CommonGovernment_11+column_16,code
CommonGovernment_11,column_33,CommonGovernment_11+column_33,category
CommonGovernment_11,column_44,CommonGovernment_11+column_44,description
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_12,column_3,CommonGovernment_12+column_3,name
CommonGovernment_12,column_16,CommonGovernment_12+column_16,code
CommonGovernment_12,column_32,CommonGovernment_12+column_32,category
CommonGovernment_12,column_33,CommonGovernment_12+column_33,category
CommonGovernment_12,column_44,CommonGovernment_12+column_44,description
CommonGovernment_12,column_55,CommonGovernment_12+column_55,year
CommonGovernment_13,column_3,CommonGovernment_13+column_3,name
CommonGovernment_13,column_11,CommonGovernment_13+column_11,code
CommonGovernment_13,column_16,CommonGovernment_13+column_16,code
CommonGovernment_13,column_28,CommonGovernment_13+column_28,name
CommonGovernment_13,column_32,CommonGovernment_13+column_32,category
CommonGovernment_13,column_33,CommonGovernment_13+column_33,category
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year
CommonGovernment_2,column_3,CommonGovernment_2+column_3,name
CommonGovernment_2,column_11,CommonGovernment_2+column_11,code
CommonGovernment_2,column_16,CommonGovernment_2+column_16,code
CommonGovernment_2,column_32,CommonGovernment_2+column_32,category
CommonGovernment_2,column_33,CommonGovernment_2+column_33,category
CommonGovernment_2,column_44,CommonGovernment_2+column_44,description
CommonGovernment_2,column_55,CommonGovernment_2+column_55,year
CommonGovernment_3,column_3,CommonGovernment_3+column_3,name
CommonGovernment_3,column_11,CommonGovernment_3+column_11,code
CommonGovernment_3,column_14,CommonGovernment_3+column_14,description
CommonGovernment_3,column_16,CommonGovernment_3+column_16,code
CommonGovernment_3,column_28,CommonGovernment_3+column_28,name
CommonGovernment_3,column_32,CommonGovernment_3+column_32,category
CommonGovernment_3,column_33,CommonGovernment_3+column_33,category
CommonGovernment_3,column_44,CommonGovernment_3+column_44,description
CommonGovernment_4,column_3,CommonGovernment_4+column_3,name
CommonGovernment_4,column_14,CommonGovernment_4+column_14,description
CommonGovernment_4,column_16,CommonGovernment_4+column_16,code
CommonGovernment_4,column_28,CommonGovernment_4+column_28,name
CommonGovernment_4,column_32,CommonGovernment_4+column_32,category
CommonGovernment_4,column_33,CommonGovernment_4+column_33,category
CommonGovernment_4,column_44,CommonGovernment_4+column_44,description
CommonGovernment_4,column_55,CommonGovernment_4+column_55,year
CommonGovernment_5,column_11,CommonGovernment_5+column_11,code
CommonGovernment_5,column_16,CommonGovernment_5+column_16,code
CommonGovernment_5,column_28,CommonGovernment_5+column_28,name
CommonGovernment_5,column_33,CommonGovernment_5+column_33,category
CommonGovernment_5,column_44,CommonGovernment_5+column_44,description
CommonGovernment_5,column_55,CommonGovernment_5+column_55,year
CommonGovernment_6,column_3,CommonGovernment_6+column_3,name
CommonGovernment_6,column_11,CommonGovernment_6+column_11,code
CommonGovernment_6,column_16,CommonGovernment_6+column_16,code
CommonGovernment_6,column_32,CommonGovernment_6+column_32,category
CommonGovernment_6,column_33,CommonGovernment_6+column_33,category
CommonGovernment_7,column_3,CommonGovernment_7+column_3,name
CommonGovernment_7,column_11,CommonGovernment_7+column_11,code
