table,column,dataset_id,predicted_semantic_type
CityMaxCapita_1,column_23,CityMaxCapita_1+column_23,state
CMSprovider_1,column_14,CMSprovider_1+column_14,country
CMSprovider_1,column_15,CMSprovider_1+column_15,gender
CMSprovider_1,column_16,CMSprovider_1+column_16,state
CMSprovider_2,column_14,CMSprovider_2+column_14,country
CMSprovider_2,column_15,CMSprovider_2+column_15,gender
CMSprovider_2,column_16,CMSprovider_2+column_16,state
CMSprovider_2,column_21,CMSprovider_2+column_21,service
CommonGovernment_10,column_32,CommonGovernment_10+column_32,category
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year
CommonGovernment_11,column_11,CommonGovernment_11+column_11,code
CommonGovernment_11,column_44,CommonGovernment_11+column_44,description
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_12,column_32,CommonGovernment_12+column_32,category
CommonGovernment_12,column_44,CommonGovernment_12+column_44,description
CommonGovernment_12,column_55,CommonGovernment_12+column_55,year
CommonGovernment_13,column_11,CommonGovernment_13+column_11,code
CommonGovernment_13,column_32,CommonGovernment_13+column_32,category
CommonGovernment_13,column_44,CommonGovernment_13+column_44,description
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year
CommonGovernment_1,column_11,CommonGovernment_1+column_11,code
CommonGovernment_1,column_32,CommonGovernment_1+column_32,category
CommonGovernment_1,column_55,CommonGovernment_1+column_55,year
CommonGovernment_2,column_11,CommonGovernment_2+column_11,code
CommonGovernment_2,column_32,CommonGovernment_2+column_32,category
CommonGovernment_2,column_44,CommonGovernment_2+column_44,description
CommonGovernment_2,column_55,CommonGovernment_2+column_55,year
CommonGovernment_3,column_11,CommonGovernment_3+column_11,code
CommonGovernment_3,column_32,CommonGovernment_3+column_32,category
CommonGovernment_3,column_44,CommonGovernment_3+column_44,description
CommonGovernment_4,column_32,CommonGovernment_4+column_32,category
CommonGovernment_4,column_44,CommonGovernment_4+column_44,description
CommonGovernment_4,column_55,CommonGovernment_4+column_55,year
CommonGovernment_5,column_11,CommonGovernment_5+column_11,code
CommonGovernment_5,column_44,CommonGovernment_5+column_44,description
CommonGovernment_5,column_55,CommonGovernment_5+column_55,year
CommonGovernment_6,column_11,CommonGovernment_6+column_11,code
CommonGovernment_6,column_32,CommonGovernment_6+column_32,category
CommonGovernment_7,column_11,CommonGovernment_7+column_11,code
CommonGovernment_7,column_32,CommonGovernment_7+column_32,category
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year
CommonGovernment_8,column_32,CommonGovernment_8+column_32,category
CommonGovernment_8,column_44,CommonGovernment_8+column_44,description
CommonGovernment_8,column_55,CommonGovernment_8+column_55,year
CommonGovernment_9,column_11,CommonGovernment_9+column_11,code
CommonGovernment_9,column_32,CommonGovernment_9+column_32,category
CommonGovernment_9,column_44,CommonGovernment_9+column_44,description
CommonGovernment_9,column_55,CommonGovernment_9+column_55,year
Corporations_1,column_17,Corporations_1+column_17,continent
Corporations_1,column_20,Corporations_1+column_20,continent
Corporations_1,column_22,Corporations_1+column_22,continent
HashTags_1,column_29,HashTags_1+column_29,continent
HashTags_1,column_37,HashTags_1+column_37,continent
HashTags_1,column_38,HashTags_1+column_38,continent
HashTags_1,column_39,HashTags_1+column_39,continent
HashTags_1,column_41,HashTags_1+column_41,continent
HashTags_1,column_42,HashTags_1+column_42,continent
Hatred_1,column_24,Hatred_1+column_24,state
Hatred_1,column_25,Hatred_1+column_25,state
IGlocations2_2,column_3,IGlocations2_2+column_3,country
