table,column,dataset_id,predicted_semantic_type
CityMaxCapita_1,column_30,CityMaxCapita_1+column_30,name
CMSprovider_1,column_5,CMSprovider_1+column_5,code
CMSprovider_1,column_14,CMSprovider_1+column_14,country
CMSprovider_1,column_15,CMSprovider_1+column_15,gender
CMSprovider_1,column_16,CMSprovider_1+column_16,state
CMSprovider_2,column_5,CMSprovider_2+column_5,code
CMSprovider_2,column_14,CMSprovider_2+column_14,country
CMSprovider_2,column_15,CMSprovider_2+column_15,gender
CMSprovider_2,column_16,CMSprovider_2+column_16,state
CMSprovider_2,column_21,CMSprovider_2+column_21,service
CommonGovernment_10,column_3,CommonGovernment_10+column_3,description
CommonGovernment_10,column_22,CommonGovernment_10+column_22,description
CommonGovernment_10,column_28,CommonGovernment_10+column_28,description
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year
CommonGovernment_11,column_3,CommonGovernment_11+column_3,description
CommonGovernment_11,column_22,CommonGovernment_11+column_22,description
CommonGovernment_11,column_28,CommonGovernment_11+column_28,description
CommonGovernment_11,column_33,CommonGovernment_11+column_33,category
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_12,column_6,CommonGovernment_12+column_6,type
CommonGovernment_12,column_22,CommonGovernment_12+column_22,description
CommonGovernment_12,column_28,CommonGovernment_12+column_28,description
CommonGovernment_13,column_3,CommonGovernment_13+column_3,description
CommonGovernment_13,column_6,CommonGovernment_13+column_6,type
CommonGovernment_13,column_28,CommonGovernment_13+column_28,description
CommonGovernment_13,column_33,CommonGovernment_13+column_33,category
CommonGovernment_1,column_28,CommonGovernment_1+column_28,description
CommonGovernment_1,column_33,CommonGovernment_1+column_33,category
CommonGovernment_1,column_55,CommonGovernment_1+column_55,year
CommonGovernment_2,column_3,CommonGovernment_2+column_3,description
CommonGovernment_2,column_6,CommonGovernment_2+column_6,type
CommonGovernment_2,column_22,CommonGovernment_2+column_22,description
CommonGovernment_2,column_28,CommonGovernment_2+column_28,description
CommonGovernment_2,column_33,CommonGovernment_2+column_33,category
CommonGovernment_2,column_55,CommonGovernment_2+column_55,year
CommonGovernment_3,column_3,CommonGovernment_3+column_3,description
CommonGovernment_3,column_6,CommonGovernment_3+column_6,type
CommonGovernment_3,column_33,CommonGovernment_3+column_33,category
CommonGovernment_4,column_6,CommonGovernment_4+column_6,type
CommonGovernment_4,column_22,CommonGovernment_4+column_22,description
CommonGovernment_4,column_33,CommonGovernment_4+column_33,category
CommonGovernment_4,column_55,CommonGovernment_4+column_55,year
CommonGovernment_5,column_3,CommonGovernment_5+column_3,description
CommonGovernment_5,column_6,CommonGovernment_5+column_6,type
CommonGovernment_5,column_22,CommonGovernment_5+column_22,description
CommonGovernment_5,column_28,CommonGovernment_5+column_28,description
CommonGovernment_5,column_33,CommonGovernment_5+column_33,category
CommonGovernment_5,column_55,CommonGovernment_5+column_55,year
CommonGovernment_6,column_22,CommonGovernment_6+column_22,description
CommonGovernment_6,column_28,CommonGovernment_6+column_28,description
CommonGovernment_6,column_33,CommonGovernment_6+column_33,category
CommonGovernment_6,column_55,CommonGovernment_6+column_55,year
CommonGovernment_7,column_3,CommonGovernment_7+column_3,description
CommonGovernment_7,column_6,CommonGovernment_7+column_6,type
CommonGovernment_7,column_22,CommonGovernment_7+column_22,description
CommonGovernment_7,column_28,CommonGovernment_7+column_28,description
CommonGovernment_7,column_33,CommonGovernment_7+column_33,category
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year
CommonGovernment_8,column_3,CommonGovernment_8+column_3,description
CommonGovernment_8,column_6,CommonGovernment_8+column_6,type
CommonGovernment_8,column_22,CommonGovernment_8+column_22,description
CommonGovernment_8,column_28,CommonGovernment_8+column_28,description
CommonGovernment_8,column_33,CommonGovernment_8+column_33,category
CommonGovernment_9,column_3,CommonGovernment_9+column_3,description
CommonGovernment_9,column_6,CommonGovernment_9+column_6,type
CommonGovernment_9,column_22,CommonGovernment_9+column_22,description
CommonGovernment_9,column_28,CommonGovernment_9+column_28,description
CommonGovernment_9,column_33,CommonGovernment_9+column_33,category
CommonGovernment_9,column_55,CommonGovernment_9+column_55,year
Corporations_1,column_17,Corporations_1+column_17,continent
HashTags_1,column_37,HashTags_1+column_37,continent
HashTags_1,column_42,HashTags_1+column_42,continent
Hatred_1,column_29,Hatred_1+column_29,name
IGlocations2_1,column_3,IGlocations2_1+column_3,country
IGlocations2_2,column_3,IGlocations2_2+column_3,country
Medicare1_1,column_15,Medicare1_1+column_15,state
Medicare1_1,column_25,Medicare1_1+column_25,day
Medicare1_2,column_15,Medicare1_2+column_15,state
Medicare1_2,column_25,Medicare1_2+column_25,day
Medicare2_1,column_14,Medicare2_1+column_14,country
Medicare2_1,column_16,Medicare2_1+column_16,gender
Medicare2_1,column_19,Medicare2_1+column_19,state
Medicare2_2,column_14,Medicare2_2+column_14,country
Medicare2_2,column_16,Medicare2_2+column_16,gender
Medicare2_2,column_19,Medicare2_2+column_19,state
Medicare3_1,column_5,Medicare3_1+column_5,code
Medicare3_1,column_14,Medicare3_1+column_14,country
Medicare3_1,column_16,Medicare3_1+column_16,gender
Medicare3_1,column_19,Medicare3_1+column_19,state
MedPayment1_1,column_6,MedPayment1_1+column_6,code
MedPayment1_1,column_16,MedPayment1_1+column_16,gender
MedPayment1_1,column_19,MedPayment1_1+column_19,state
MedPayment2_1,column_6,MedPayment2_1+column_6,code
MedPayment2_1,column_16,MedPayment2_1+column_16,gender
MedPayment2_1,column_19,MedPayment2_1+column_19,state
MLB_10,column_37,MLB_10+column_37,year
MLB_12,column_45,MLB_12+column_45,year
MLB_13,column_45,MLB_13+column_45,year
MLB_14,column_45,MLB_14+column_45,year
MLB_15,column_65,MLB_15+column_65,year
MLB_16,column_65,MLB_16+column_65,year
MLB_18,column_65,MLB_18+column_65,year
MLB_19,column_58,MLB_19+column_58,year
MLB_20,column_58,MLB_20+column_58,year
MLB_23,column_58,MLB_23+column_58,year
MLB_24,column_58,MLB_24+column_58,year
MLB_26,column_58,MLB_26+column_58,year
MLB_27,column_58,MLB_27+column_58,year
MLB_28,column_58,MLB_28+column_58,year
MLB_2,column_2,MLB_2+column_2,team
MLB_2,column_6,MLB_2+column_6,day
MLB_2,column_9,MLB_2+column_9,team
MLB_2,column_22,MLB_2+column_22,year
MLB_30,column_58,MLB_30+column_58,year
MLB_32,column_57,MLB_32+column_57,year
MLB_33,column_57,MLB_33+column_57,year
MLB_35,column_57,MLB_35+column_57,year
MLB_36,column_57,MLB_36+column_57,year
MLB_37,column_57,MLB_37+column_57,year
MLB_38,column_46,MLB_38+column_46,year
MLB_39,column_46,MLB_39+column_46,year
MLB_3,column_2,MLB_3+column_2,team
MLB_3,column_6,MLB_3+column_6,day
MLB_3,column_9,MLB_3+column_9,team
MLB_3,column_22,MLB_3+column_22,year
MLB_4,column_2,MLB_4+column_2,team
MLB_4,column_6,MLB_4+column_6,day
MLB_4,column_9,MLB_4+column_9,team
MLB_4,column_22,MLB_4+column_22,year
MLB_40,column_46,MLB_40+column_46,year
MLB_41,column_55,MLB_41+column_55,year
MLB_42,column_55,MLB_42+column_55,year
MLB_43,column_55,MLB_43+column_55,year
MLB_44,column_55,MLB_44+column_55,year
MLB_45,column_63,MLB_45+column_63,year
MLB_46,column_63,MLB_46+column_63,year
