table,column,dataset_id,predicted_semantic_type
CityMaxCapita_1,column_10,CityMaxCapita_1+column_10,gender
CityMaxCapita_1,column_23,CityMaxCapita_1+column_23,state
CMSprovider_1,column_12,CMSprovider_1+column_12,code
CMSprovider_1,column_14,CMSprovider_1+column_14,country
CMSprovider_1,column_15,CMSprovider_1+column_15,gender
CMSprovider_1,column_16,CMSprovider_1+column_16,state
CMSprovider_1,column_17,CMSprovider_1+column_17,address
CMSprovider_2,column_12,CMSprovider_2+column_12,code
CMSprovider_2,column_13,CMSprovider_2+column_13,city
CMSprovider_2,column_14,CMSprovider_2+column_14,country
CMSprovider_2,column_15,CMSprovider_2+column_15,gender
CMSprovider_2,column_16,CMSprovider_2+column_16,state
CMSprovider_2,column_17,CMSprovider_2+column_17,address
CMSprovider_2,column_22,CMSprovider_2+column_22,type
CommonGovernment_10,column_6,CommonGovernment_10+column_6,type
CommonGovernment_10,column_12,CommonGovernment_10+column_12,name
CommonGovernment_10,column_32,CommonGovernment_10+column_32,category
CommonGovernment_10,column_33,CommonGovernment_10+column_33,category
CommonGovernment_10,column_41,CommonGovernment_10+column_41,code
CommonGovernment_10,column_43,CommonGovernment_10+column_43,code
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year
CommonGovernment_11,column_11,CommonGovernment_11+column_11,code
CommonGovernment_11,column_12,CommonGovernment_11+column_12,name
CommonGovernment_11,column_33,CommonGovernment_11+column_33,category
CommonGovernment_11,column_41,CommonGovernment_11+column_41,code
CommonGovernment_11,column_42,CommonGovernment_11+column_42,description
CommonGovernment_11,column_44,CommonGovernment_11+column_44,description
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_12,column_6,CommonGovernment_12+column_6,type
CommonGovernment_12,column_32,CommonGovernment_12+column_32,category
CommonGovernment_12,column_33,CommonGovernment_12+column_33,category
CommonGovernment_12,column_42,CommonGovernment_12+column_42,description
CommonGovernment_12,column_43,CommonGovernment_12+column_43,code
CommonGovernment_12,column_44,CommonGovernment_12+column_44,description
CommonGovernment_12,column_55,CommonGovernment_12+column_55,year
CommonGovernment_13,column_6,CommonGovernment_13+column_6,type
CommonGovernment_13,column_11,CommonGovernment_13+column_11,code
CommonGovernment_13,column_32,CommonGovernment_13+column_32,category
CommonGovernment_13,column_33,CommonGovernment_13+column_33,category
CommonGovernment_13,column_41,CommonGovernment_13+column_41,code
CommonGovernment_13,column_42,CommonGovernment_13+column_42,description
CommonGovernment_13,column_43,CommonGovernment_13+column_43,code
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year
CommonGovernment_1,column_6,CommonGovernment_1+column_6,type
CommonGovernment_1,column_11,CommonGovernment_1+column_11,code
CommonGovernment_1,column_32,CommonGovernment_1+column_32,category
CommonGovernment_1,column_33,CommonGovernment_1+column_33,category
CommonGovernment_1,column_43,CommonGovernment_1+column_43,code
CommonGovernment_1,column_55,CommonGovernment_1+column_55,year
CommonGovernment_2,column_6,CommonGovernment_2+column_6,type
CommonGovernment_2,column_11,CommonGovernment_2+column_11,code
CommonGovernment_2,column_12,CommonGovernment_2+column_12,name
CommonGovernment_2,column_32,CommonGovernment_2+column_32,category
CommonGovernment_2,column_33,CommonGovernment_2+column_33,category
CommonGovernment_2,column_41,CommonGovernment_2+column_41,code
CommonGovernment_2,column_43,CommonGovernment_2+column_43,code
CommonGovernment_2,column_44,CommonGovernment_2+column_44,description
CommonGovernment_2,column_55,CommonGovernment_2+column_55,year
CommonGovernment_3,column_11,CommonGovernment_3+column_11,code
CommonGovernment_3,column_32,CommonGovernment_3+column_32,category
CommonGovernment_3,column_33,CommonGovernment_3+column_33,category
CommonGovernment_3,column_41,CommonGovernment_3+column_41,code
CommonGovernment_3,column_42,CommonGovernment_3+column_42,description
CommonGovernment_3,column_44,CommonGovernment_3+column_44,description
CommonGovernment_4,column_12,CommonGovernment_4+column_12,name
CommonGovernment_4,column_32,CommonGovernment_4+column_32,category
CommonGovernment_4,column_33,CommonGovernment_4+column_33,category
CommonGovernment_4,column_41,CommonGovernment_4+column_41,code
CommonGovernment_4,column_42,CommonGovernment_4+column_42,description
CommonGovernment_4,column_43,CommonGovernment_4+column_43,code
CommonGovernment_4,column_44,CommonGovernment_4+column_44,description
CommonGovernment_4,column_55,CommonGovernment_4+column_55,year
CommonGovernment_5,column_6,CommonGovernment_5+column_6,type
CommonGovernment_5,column_11,CommonGovernment_5+column_11,code
CommonGovernment_5,column_12,CommonGovernment_5+column_12,name
CommonGovernment_5,column_33,CommonGovernment_5+column_33,category
CommonGovernment_5,column_41,CommonGovernment_5+column_41,code
CommonGovernment_5,column_42,CommonGovernment_5+column_42,description
CommonGovernment_5,column_43,CommonGovernment_5+column_43,code
CommonGovernment_5,column_44,CommonGovernment_5+column_44,description
CommonGovernment_5,column_55,CommonGovernment_5+column_55,year
CommonGovernment_6,column_6,CommonGovernment_6+column_6,type
CommonGovernment_6,column_11,CommonGovernment_6+column_11,code
CommonGovernment_6,column_12,CommonGovernment_6+column_12,name
CommonGovernment_6,column_33,CommonGovernment_6+column_33,category
CommonGovernment_6,column_41,CommonGovernment_6+column_41,code
CommonGovernment_6,column_42,CommonGovernment_6+column_42,description
CommonGovernment_7,column_11,CommonGovernment_7+column_11,code
CommonGovernment_7,column_12,CommonGovernment_7+column_12,name
CommonGovernment_7,column_32,CommonGovernment_7+column_32,category
CommonGovernment_7,column_42,CommonGovernment_7+column_42,description
CommonGovernment_7,column_43,CommonGovernment_7+column_43,code
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year
CommonGovernment_8,column_6,CommonGovernment_8+column_6,type
CommonGovernment_8,column_32,CommonGovernment_8+column_32,category
CommonGovernment_8,column_41,CommonGovernment_8+column_41,code
CommonGovernment_8,column_43,CommonGovernment_8+column_43,code
CommonGovernment_8,column_44,CommonGovernment_8+column_44,description
CommonGovernment_8,column_55,CommonGovernment_8+column_55,year
CommonGovernment_9,column_11,CommonGovernment_9+column_11,code
CommonGovernment_9,column_32,CommonGovernment_9+column_32,category
CommonGovernment_9,column_42,CommonGovernment_9+column_42,description
CommonGovernment_9,column_43,CommonGovernment_9+column_43,code
CommonGovernment_9,column_44,CommonGovernment_9+column_44,description
CommonGovernment_9,column_55,CommonGovernment_9+column_55,year
Corporations_1,column_17,Corporations_1+column_17,address
Corporations_1,column_20,Corporations_1+column_20,address
Corporations_1,column_22,Corporations_1+column_22,address
HashTags_1,column_4,HashTags_1+column_4,language
HashTags_1,column_29,HashTags_1+column_29,address
HashTags_1,column_32,HashTags_1+column_32,language
HashTags_1,column_37,HashTags_1+column_37,address
HashTags_1,column_38,HashTags_1+column_38,address
HashTags_1,column_39,HashTags_1+column_39,address
HashTags_1,column_41,HashTags_1+column_41,address
HashTags_1,column_42,HashTags_1+column_42,address
HashTags_1,column_55,HashTags_1+column_55,language
Hatred_1,column_24,Hatred_1+column_24,state
Hatred_1,column_25,Hatred_1+column_25,state
IGlocations2_1,column_2,IGlocations2_1+column_2,city
Medicare1_1,column_12,Medicare1_1+column_12,city
Medicare1_1,column_15,Medicare1_1+column_15,state
Medicare1_1,column_25,Medicare1_1+column_25,day
Medicare1_2,column_12,Medicare1_2+column_12,city
Medicare1_2,column_15,Medicare1_2+column_15,state
Medicare2_1,column_13,Medicare2_1+column_13,city
Medicare2_1,column_14,Medicare2_1+column_14,country
Medicare2_1,column_16,Medicare2_1+column_16,gender
Medicare2_1,column_20,Medicare2_1+column_20,address
Medicare2_1,column_24,Medicare2_1+column_24,type
Medicare2_2,column_7,Medicare2_2+column_7,description
Medicare2_2,column_12,Medicare2_2+column_12,code
Medicare2_2,column_13,Medicare2_2+column_13,city
Medicare2_2,column_16,Medicare2_2+column_16,gender
Medicare2_2,column_20,Medicare2_2+column_20,address
Medicare2_2,column_24,Medicare2_2+column_24,type
Medicare3_1,column_12,Medicare3_1+column_12,code
Medicare3_1,column_13,Medicare3_1+column_13,city
Medicare3_1,column_16,Medicare3_1+column_16,gender
Medicare3_1,column_20,Medicare3_1+column_20,address
MedPayment1_1,column_7,MedPayment1_1+column_7,description
MedPayment1_1,column_12,MedPayment1_1+column_12,code
MedPayment1_1,column_14,MedPayment1_1+column_14,country
MedPayment1_1,column_16,MedPayment1_1+column_16,gender
MedPayment1_1,column_19,MedPayment1_1+column_19,state
MedPayment1_1,column_24,MedPayment1_1+column_24,type
MedPayment2_1,column_7,MedPayment2_1+column_7,description
MedPayment2_1,column_12,MedPayment2_1+column_12,code
MedPayment2_1,column_13,MedPayment2_1+column_13,city
MedPayment2_1,column_14,MedPayment2_1+column_14,country
MedPayment2_1,column_16,MedPayment2_1+column_16,gender
MedPayment2_1,column_19,MedPayment2_1+column_19,state
MedPayment2_1,column_20,MedPayment2_1+column_20,address
MLB_10,column_27,MLB_10+column_27,name
MLB_10,column_37,MLB_10+column_37,year
MLB_11,column_27,MLB_11+column_27,name
MLB_11,column_29,MLB_11+column_29,team
MLB_11,column_37,MLB_11+column_37,year
MLB_12,column_37,MLB_12+column_37,team
MLB_12,column_45,MLB_12+column_45,year
MLB_13,column_45,MLB_13+column_45,year
MLB_14,column_45,MLB_14+column_45,year
MLB_15,column_52,MLB_15+column_52,name
MLB_15,column_56,MLB_15+column_56,team
MLB_15,column_58,MLB_15+column_58,team
MLB_15,column_65,MLB_15+column_65,year
MLB_16,column_52,MLB_16+column_52,name
MLB_16,column_58,MLB_16+column_58,team
MLB_17,column_52,MLB_17+column_52,name
MLB_17,column_65,MLB_17+column_65,year
MLB_18,column_56,MLB_18+column_56,team
MLB_18,column_58,MLB_18+column_58,team
MLB_18,column_65,MLB_18+column_65,year
MLB_19,column_58,MLB_19+column_58,year
MLB_1,column_45,MLB_1+column_45,year
MLB_20,column_58,MLB_20+column_58,year
MLB_22,column_47,MLB_22+column_47,name
MLB_22,column_51,MLB_22+column_51,team
MLB_22,column_58,MLB_22+column_58,year
MLB_23,column_51,MLB_23+column_51,team
MLB_24,column_47,MLB_24+column_47,name
MLB_24,column_58,MLB_24+column_58,year
MLB_25,column_50,MLB_25+column_50,team
MLB_25,column_58,MLB_25+column_58,year
MLB_26,column_50,MLB_26+column_50,team
MLB_26,column_58,MLB_26+column_58,year
MLB_27,column_50,MLB_27+column_50,team
MLB_27,column_58,MLB_27+column_58,year
MLB_29,column_50,MLB_29+column_50,team
MLB_29,column_58,MLB_29+column_58,year
MLB_2,column_5,MLB_2+column_5,name
MLB_2,column_18,MLB_2+column_18,name
MLB_2,column_22,MLB_2+column_22,year
MLB_30,column_47,MLB_30+column_47,name
MLB_30,column_50,MLB_30+column_50,team
MLB_31,column_57,MLB_31+column_57,year
MLB_32,column_50,MLB_32+column_50,team
MLB_32,column_57,MLB_32+column_57,year
MLB_33,column_50,MLB_33+column_50,team
MLB_33,column_57,MLB_33+column_57,year
MLB_34,column_57,MLB_34+column_57,year
MLB_35,column_50,MLB_35+column_50,team
MLB_35,column_57,MLB_35+column_57,year
MLB_36,column_50,MLB_36+column_50,team
MLB_36,column_57,MLB_36+column_57,year
MLB_37,column_57,MLB_37+column_57,year
