table,column,dataset_id,predicted_semantic_type
CityMaxCapita_1,column_23,CityMaxCapita_1+column_23,state
CMSprovider_1,column_6,CMSprovider_1+column_6,description
CMSprovider_1,column_13,CMSprovider_1+column_13,city
CMSprovider_1,column_14,CMSprovider_1+column_14,country
CMSprovider_1,column_15,CMSprovider_1+column_15,gender
CMSprovider_2,column_12,CMSprovider_2+column_12,code
CMSprovider_2,column_14,CMSprovider_2+column_14,country
CMSprovider_2,column_15,CMSprovider_2+column_15,gender
CMSprovider_2,column_16,CMSprovider_2+column_16,state
CommonGovernment_10,column_8,CommonGovernment_10+column_8,type
CommonGovernment_10,column_32,CommonGovernment_10+column_32,category
CommonGovernment_10,column_33,CommonGovernment_10+column_33,category
CommonGovernment_10,column_42,CommonGovernment_10+column_42,description
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year
CommonGovernment_11,column_8,CommonGovernment_11+column_8,type
CommonGovernment_11,column_42,CommonGovernment_11+column_42,description
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_12,column_32,CommonGovernment_12+column_32,category
CommonGovernment_12,column_42,CommonGovernment_12+column_42,description
CommonGovernment_13,column_8,CommonGovernment_13+column_8,type
CommonGovernment_13,column_32,CommonGovernment_13+column_32,category
CommonGovernment_13,column_33,CommonGovernment_13+column_33,category
CommonGovernment_13,column_42,CommonGovernment_13+column_42,description
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year
CommonGovernment_1,column_8,CommonGovernment_1+column_8,type
CommonGovernment_1,column_32,CommonGovernment_1+column_32,category
CommonGovernment_1,column_42,CommonGovernment_1+column_42,description
CommonGovernment_1,column_55,CommonGovernment_1+column_55,year
CommonGovernment_2,column_8,CommonGovernment_2+column_8,type
CommonGovernment_2,column_32,CommonGovernment_2+column_32,category
CommonGovernment_2,column_33,CommonGovernment_2+column_33,category
CommonGovernment_2,column_42,CommonGovernment_2+column_42,description
CommonGovernment_2,column_55,CommonGovernment_2+column_55,year
CommonGovernment_3,column_8,CommonGovernment_3+column_8,type
CommonGovernment_3,column_32,CommonGovernment_3+column_32,category
CommonGovernment_3,column_33,CommonGovernment_3+column_33,category
CommonGovernment_3,column_55,CommonGovernment_3+column_55,year
CommonGovernment_4,column_33,CommonGovernment_4+column_33,category
CommonGovernment_5,column_8,CommonGovernment_5+column_8,type
CommonGovernment_5,column_33,CommonGovernment_5+column_33,category
CommonGovernment_5,column_42,CommonGovernment_5+column_42,description
CommonGovernment_6,column_8,CommonGovernment_6+column_8,type
CommonGovernment_6,column_32,CommonGovernment_6+column_32,category
CommonGovernment_6,column_33,CommonGovernment_6+column_33,category
CommonGovernment_6,column_42,CommonGovernment_6+column_42,description
CommonGovernment_6,column_55,CommonGovernment_6+column_55,year
CommonGovernment_7,column_8,CommonGovernment_7+column_8,type
CommonGovernment_7,column_32,CommonGovernment_7+column_32,category
CommonGovernment_7,column_33,CommonGovernment_7+column_33,category
CommonGovernment_7,column_42,CommonGovernment_7+column_42,description
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year
CommonGovernment_8,column_32,CommonGovernment_8+column_32,category
CommonGovernment_8,column_33,CommonGovernment_8+column_33,category
CommonGovernment_8,column_42,CommonGovernment_8+column_42,description
CommonGovernment_9,column_8,CommonGovernment_9+column_8,type
CommonGovernment_9,column_32,CommonGovernment_9+column_32,category
CommonGovernment_9,column_33,CommonGovernment_9+column_33,category
CommonGovernment_9,column_42,CommonGovernment_9+column_42,description
CommonGovernment_9,column_55,CommonGovernment_9+column_55,year
Corporations_1,column_17,Corporations_1+column_17,continent
Corporations_1,column_20,Corporations_1+column_20,continent
Corporations_1,column_22,Corporations_1+column_22,continent
Euro2016_1,column_2,Euro2016_1+column_2,language
HashTags_1,column_4,HashTags_1+column_4,language
HashTags_1,column_29,HashTags_1+column_29,continent
HashTags_1,column_37,HashTags_1+column_37,continent
HashTags_1,column_38,HashTags_1+column_38,continent
HashTags_1,column_39,HashTags_1+column_39,continent
HashTags_1,column_42,HashTags_1+column_42,continent
Hatred_1,column_0,Hatred_1+column_0,city
Hatred_1,column_15,Hatred_1+column_15,language
Hatred_1,column_24,Hatred_1+column_24,state
Hatred_1,column_25,Hatred_1+column_25,state
IGlocations2_2,column_3,IGlocations2_2+column_3,country
Medicare1_1,column_12,Medicare1_1+column_12,city
Medicare1_1,column_14,Medicare1_1+column_14,organisation
Medicare1_1,column_15,Medicare1_1+column_15,state
Medicare1_1,column_25,Medicare1_1+column_25,day
Medicare1_2,column_12,Medicare1_2+column_12,city
Medicare1_2,column_14,Medicare1_2+column_14,organisation
Medicare1_2,column_15,Medicare1_2+column_15,state
Medicare2_1,column_12,Medicare2_1+column_12,code
Medicare2_1,column_13,Medicare2_1+column_13,city
Medicare2_1,column_14,Medicare2_1+column_14,country
Medicare2_1,column_16,Medicare2_1+column_16,gender
Medicare2_2,column_14,Medicare2_2+column_14,country
Medicare2_2,column_16,Medicare2_2+column_16,gender
