table,column,dataset_id,predicted_semantic_type
CityMaxCapita_1,column_10,CityMaxCapita_1+column_10,gender
CMSprovider_1,column_15,CMSprovider_1+column_15,gender
CMSprovider_2,column_15,CMSprovider_2+column_15,gender
CMSprovider_2,column_21,CMSprovider_2+column_21,gender
Hatred_1,column_10,Hatred_1+column_10,gender
Medicare2_1,column_16,Medicare2_1+column_16,gender
Medicare2_2,column_16,Medicare2_2+column_16,gender
Medicare3_1,column_16,Medicare3_1+column_16,gender
MedPayment1_1,column_16,MedPayment1_1+column_16,gender
MedPayment2_1,column_16,MedPayment2_1+column_16,gender
MulheresMil_1,column_63,MulheresMil_1+column_63,gender
PanCreactomy1_1,column_16,PanCreactomy1_1+column_16,gender
PanCreactomy2_1,column_16,PanCreactomy2_1+column_16,gender
PanCreactomy2_2,column_16,PanCreactomy2_2+column_16,gender
Physicians_1,column_16,Physicians_1+column_16,gender
Provider_1,column_16,Provider_1+column_16,gender
Provider_2,column_16,Provider_2+column_16,gender
Provider_3,column_16,Provider_3+column_16,gender
Provider_5,column_16,Provider_5+column_16,gender
Provider_7,column_16,Provider_7+column_16,gender
Provider_8,column_16,Provider_8+column_16,gender
RealEstate2_1,column_6,RealEstate2_1+column_6,gender
RealEstate2_1,column_18,RealEstate2_1+column_18,gender
RealEstate2_2,column_6,RealEstate2_2+column_6,gender
RealEstate2_3,column_6,RealEstate2_3+column_6,gender
RealEstate2_4,column_18,RealEstate2_4+column_18,gender
RealEstate2_5,column_6,RealEstate2_5+column_6,gender
RealEstate2_5,column_18,RealEstate2_5+column_18,gender
RealEstate2_6,column_6,RealEstate2_6+column_6,gender
RealEstate2_7,column_6,RealEstate2_7+column_6,gender
Taxpayer_10,column_16,Taxpayer_10+column_16,gender
Taxpayer_2,column_16,Taxpayer_2+column_16,gender
Taxpayer_3,column_16,Taxpayer_3+column_16,gender
Taxpayer_4,column_16,Taxpayer_4+column_16,gender
Taxpayer_5,column_16,Taxpayer_5+column_16,gender
Taxpayer_8,column_16,Taxpayer_8+column_16,gender
Taxpayer_9,column_16,Taxpayer_9+column_16,gender
